Palette at 400000_400010:
Idx | R | G | B
08  | 181 | 197 | 230
09  |  16 |  33 | 115
10  |  33 |  49 | 132
11  |  66 |  82 | 148
12  |  82 | 115 | 165
13  | 115 | 148 | 181
14  | 165 | 181 | 214
15  |   0 |  16 |  33

Palette at 401C20_401C30:
Idx | R | G | B
00  |   0 | 230 |  16
01  | 148 |  49 |  66
02  | 197 |  33 |  33
03  | 247 |  49 |   0
04  | 247 | 132 |   0
05  | 247 | 247 |  16
06  | 247 | 247 | 148
07  |  82 |  49 |  49
08  |  82 |  66 |  49
09  |  99 |  82 |  66
10  |  99 |  82 |  82
11  |  99 |  99 |  99
12  | 132 | 115 | 115
13  | 132 | 132 | 115
14  |  99 |  99 | 115
15  |  66 |  49 |  49

Palette at 401C40_401C50:
Idx | R | G | B
00  |   0 | 230 |  33
01  |  33 |  82 | 132
02  |  33 | 115 | 148
03  |  49 | 148 | 165
04  |  66 | 181 | 181
05  | 165 | 181 | 181
06  |  82 | 132 | 165
07  |  49 | 115 | 165
08  |  33 | 115 | 165
09  |  33 |  99 | 148
10  |  33 |  99 | 148
11  |  33 |  99 | 132
12  |  49 | 132 | 148
13  |  82 | 165 | 165
14  |  33 | 148 | 165
15  |  49 | 115 | 148

Palette at 401C60_401C70:
Idx | R | G | B
00  |   0 | 230 |  49
01  | 132 |  33 |   0
02  |  33 | 115 | 148
03  |  49 | 148 | 165
04  |  66 | 181 | 181
05  | 165 | 181 | 181
06  | 214 |  49 |   0
07  |  49 | 115 | 165
08  |  49 |  66 |  99
09  |  33 |  99 | 148
10  |  49 | 115 | 132
11  |  99 | 165 | 230
12  | 148 | 247 | 247
13  |  82 | 165 | 165
14  |  33 | 148 | 165
15  |  49 | 115 | 148

Palette at 401C80_401C90:
Idx | R | G | B
00  |   0 | 230 |  66
01  | 132 | 115 | 115
02  |  16 |  16 |  49
03  |  66 |  16 |  82
04  |  99 |  49 | 115
05  | 132 | 115 |  82
06  | 115 |  99 |  99
07  |  49 | 115 | 165
08  |  33 | 115 | 165
09  |  33 |  99 | 148
10  |  33 |  99 | 148
11  |  33 |  99 | 132
12  |  49 | 132 | 148
13  |  82 | 165 | 165
14  |  33 | 148 | 165
15  |  49 | 115 | 148

Palette at 401CA0_401CB0:
Idx | R | G | B
00  |   0 | 230 |  82
01  | 148 | 132 |  49
02  | 197 | 148 |  66
03  | 230 | 197 |  33
04  | 247 | 247 |  99
05  | 132 | 115 |  82
06  | 197 | 181 | 148
07  | 214 | 214 | 197
08  |  99 |  49 | 115
09  |  16 |  16 |  49
10  |  66 |  16 |  82
11  | 115 |  99 |  99
12  |  82 |  82 |  82
13  |  33 |  66 |  82
14  |  16 |  33 |  66
15  | 132 | 115 | 115

Palette at 401CC0_401CD0:
Idx | R | G | B
00  |   0 | 230 |  99
01  |  33 |  33 |  49
02  |  33 |  49 |  49
03  |  49 |  66 |  66
04  |  49 |  82 |  66
05  |  49 |  99 |  66
06  |  49 | 115 |  82
07  |  66 | 132 |  82
08  |  66 | 148 |  82
09  |  82 | 165 |  99
10  | 115 | 181 | 115
11  | 148 | 197 | 132
12  | 165 | 230 | 148
13  | 181 | 247 | 148
14  | 214 | 247 | 165
15  |  16 |  16 |  33

Palette at 401CE0_401CF0:
Idx | R | G | B
00  |   0 | 230 | 115
01  |  82 |  99 |  66
02  | 132 | 132 |  66
03  | 148 | 148 |  99
04  | 181 | 181 | 132
05  | 214 | 214 | 165
06  | 247 | 230 | 181
07  | 247 | 247 | 247
08  |  82 |  49 |   0
09  |  99 |  66 |   0
10  | 148 |  99 |   0
11  | 165 | 115 |  82
12  | 197 | 148 |  99
13  | 247 | 181 |  66
14  | 247 | 230 | 148
15  |  33 |  33 |  33

Palette at 401D00_401D10:
Idx | R | G | B
00  |   0 | 230 | 132
01  |  82 |  66 |  49
02  | 115 |  99 |  49
03  | 165 | 132 |  49
04  | 181 |  66 |  16
05  | 247 |  49 |   0
06  | 247 | 132 |  33
07  |  99 |  99 |  66
08  | 132 | 115 |  49
09  | 165 | 148 |  82
10  | 197 | 181 | 115
11  | 230 | 214 | 148
12  | 247 | 247 | 197
13  | 247 | 197 |  49
14  | 247 | 230 | 115
15  |  66 |  49 |  49

Palette at 401D20_401D30:
Idx | R | G | B
00  |   0 | 230 | 148
01  |  82 |  82 |  82
02  |  99 |  99 |  99
03  | 132 | 132 | 132
04  | 165 | 165 | 165
05  | 197 | 197 | 197
06  | 230 | 230 | 230
07  |  66 |  49 |  16
08  |  99 |  49 |  33
09  | 132 |  82 |  33
10  | 165 |  99 |  49
11  |  66 |  16 | 115
12  |  82 |  33 | 148
13  |  99 |  49 | 148
14  | 132 |  82 | 197
15  |  33 |  33 |  33

Palette at 401D40_401D50:
Idx | R | G | B
00  |   0 | 230 | 165
01  | 132 |   0 |   0
02  | 197 | 132 |  16
03  | 247 | 165 |  33
04  | 165 | 165 | 165
05  | 197 | 197 | 197
06  | 230 | 230 | 230
07  |  66 |  49 |  16
08  |  99 |  49 |  33
09  | 132 |  82 |  33
10  | 165 |  99 |  49
11  |  82 | 115 |  16
12  | 165 |  16 |   0
13  | 197 |  33 |   0
14  | 214 |  66 |   0
15  |  33 |  33 |  33

Palette at 401D60_401D70:
Idx | R | G | B
00  |   0 | 230 | 181
01  |  33 |  33 |  16
02  |  49 |  49 |  33
03  |  66 |  66 |  33
04  |  99 |  82 |  49
05  | 115 | 115 |  49
06  | 148 | 132 |  66
07  | 197 | 148 |  82
08  |  82 |  33 |   0
09  | 115 |   0 |   0
10  | 181 |   0 |   0
11  | 230 |  49 |   0
12  | 247 | 148 |   0
13  | 247 | 214 |  49
14  |   0 |   0 |   0
15  |   0 |   0 |   0

Palette at 401D80_401D90:
Idx | R | G | B
00  |   0 | 230 | 197
01  |  49 |  49 |  16
02  |  82 |  82 |  49
03  | 115 | 115 |  82
04  | 148 | 148 | 115
05  | 181 | 181 | 148
06  | 214 | 214 | 181
07  |  16 |  33 |  99
08  |  49 |  16 |   0
09  |  82 |  49 |  16
10  | 115 |  66 |  16
11  |  49 |  99 |  49
12  |  82 | 165 |  16
13  |  82 |  99 |  99
14  | 115 | 132 | 148
15  |  16 |  16 |  16

Palette at 401DA0_401DB0:
Idx | R | G | B
00  |   0 | 230 | 214
01  | 214 | 165 |  66
02  |  82 |  82 |  49
03  | 115 | 115 |  82
04  | 148 | 148 | 115
05  | 181 | 181 | 148
06  |   0 |  16 |  49
07  |  16 |  66 | 132
08  |  49 |  16 |   0
09  |  82 |  49 |  16
10  | 115 |  66 |  16
11  | 165 |  99 |  33
12  | 214 | 148 |  33
13  |   0 |  82 |  66
14  |   0 | 115 |  82
15  |  16 |  16 |  16

Palette at 401DC0_401DD0:
Idx | R | G | B
00  |   0 | 230 | 230
01  |  99 | 165 | 197
02  |  66 | 148 | 181
03  | 165 | 214 | 181
04  | 115 | 181 | 148
05  |  33 |  99 |  66
06  |  16 |  49 |  16
07  | 115 | 165 | 132
08  |  49 | 148 |  99
09  |  33 |  82 | 148
10  |  16 |  66 |  99
11  |   0 |  33 |  66
12  | 132 | 181 | 197
13  |  49 | 132 | 197
14  | 165 | 197 | 214
15  |   0 |   0 |   0

Palette at 401DE0_401DF0:
Idx | R | G | B
00  |   0 | 230 | 247
01  | 165 | 148 | 115
02  | 132 | 115 |  82
03  | 181 | 197 | 197
04  | 132 | 165 | 165
05  |  33 |  99 |  66
06  |  16 |  49 |  16
07  |  33 | 115 |  82
08  | 165 | 197 | 214
09  | 132 | 181 | 197
10  |  99 | 165 | 197
11  |  66 | 148 | 181
12  |  49 | 132 | 181
13  |  99 |  82 |  49
14  |  49 |  33 |  16
15  |  16 |   0 |   0

Palette at 401E00_401E10:
Idx | R | G | B
00  |   0 | 247 |   0
01  | 132 |  33 |   0
02  | 197 |  99 |  49
03  | 230 | 132 |  82
04  | 247 | 165 | 148
05  |   0 |  16 |  99
06  |   0 |  49 | 148
07  |  16 |  99 | 197
08  |  49 | 132 | 230
09  |  82 | 181 | 247
10  | 214 | 214 | 230
11  | 115 |   0 |   0
12  | 214 |  16 |  16
13  | 230 | 115 |   0
14  | 247 | 197 |   0
15  |  16 |  16 |  16

Palette at 401E20_401E30:
Idx | R | G | B
00  |   0 | 247 |  16
01  |  66 |   0 |  49
02  | 148 |  16 | 115
03  | 230 |  33 | 148
04  |   0 |   0 |  82
05  |   0 |  49 | 165
06  |   0 |  99 | 197
07  |  49 | 148 | 230
08  |  99 | 197 | 247
09  | 214 | 214 | 230
10  | 115 |   0 |   0
11  | 214 |  16 |  16
12  | 148 |  66 |   0
13  | 214 | 115 |   0
14  | 247 | 181 |   0
15  |  16 |  16 |  16

Palette at 401E40_401E50:
Idx | R | G | B
00  |   0 | 247 |  33
01  | 247 | 181 | 132
02  | 214 | 132 |  66
03  | 165 |  66 |  16
04  |  99 |  49 |   0
05  | 247 | 132 | 115
06  | 247 |  33 |   0
07  | 197 |   0 |   0
08  | 115 |   0 |   0
09  |  49 |   0 |   0
10  | 247 | 247 | 247
11  | 181 | 165 | 181
12  | 115 | 115 | 115
13  |  66 |  66 |  66
14  |  33 |  33 |  33
15  |   0 |   0 |   0

Palette at 401E60_401E70:
Idx | R | G | B
00  |   0 | 247 |  49
01  |  66 | 115 | 247
02  |  82 | 132 | 247
03  |  99 | 148 | 247
04  | 115 | 165 | 247
05  | 132 | 181 | 247
06  | 148 | 197 | 247
07  | 115 | 148 | 247
08  | 132 | 165 | 247
09  | 165 | 181 | 247
10  | 132 | 148 |  66
11  | 148 | 181 |  82
12  |  33 |  82 | 132
13  |  49 |  99 | 115
14  |  66 | 115 | 115
15  |  99 | 132 | 115

Palette at 401E80_401E90:
Idx | R | G | B
00  |   0 | 247 |  66
01  | 247 | 247 | 247
02  | 165 | 165 | 165
03  |  99 |  99 |  99
04  |  49 |  49 |  49
05  | 132 |   0 |   0
06  | 197 |   0 |   0
07  | 247 |   0 |   0
08  | 247 |  82 |  82
09  | 247 | 148 | 148
10  | 165 | 115 |   0
11  | 197 | 165 |   0
12  | 214 | 214 |   0
13  | 247 | 247 |  49
14  | 247 | 247 |   0
15  |   0 |   0 |   0

Palette at 401EA0_401EB0:
Idx | R | G | B
00  |   0 | 247 |  82
01  | 247 | 247 | 247
02  |  33 |  82 |   0
03  |  66 | 115 |   0
04  | 115 | 165 |  16
05  | 181 | 214 |  66
06  |   0 |   0 | 214
07  |   0 |  49 | 247
08  |  99 |  99 | 247
09  | 148 | 148 | 247
10  |  49 |  49 |  49
11  | 214 | 214 |   0
12  | 247 | 247 |  49
13  | 132 |   0 |   0
14  | 247 |   0 |   0
15  |   0 |   0 |   0

Palette at 401EC0_401ED0:
Idx | R | G | B
00  |   0 | 247 |  99
01  |  66 |  99 |  49
02  |  99 | 148 |  82
03  | 132 | 181 |  82
04  | 181 | 148 | 132
05  | 247 | 214 | 214
06  | 247 | 247 | 247
07  | 132 |  82 |  33
08  | 165 |  99 |  49
09  | 197 | 132 |  66
10  |  82 |  66 |  82
11  | 132 | 115 |  99
12  | 214 | 181 | 181
13  | 247 | 247 | 247
14  |  49 |  82 |  49
15  |  33 |  33 |  33

Palette at 401EE0_401EF0:
Idx | R | G | B
00  |   0 | 247 | 115
01  | 247 |  99 |  16
02  | 132 |  33 |  66
03  | 148 |  66 |  82
04  | 181 |  82 |  82
05  | 214 | 132 |  82
06  | 230 | 132 |  66
07  | 247 | 165 |  16
08  | 247 | 214 |  66
09  | 247 | 247 |  66
10  | 132 |  66 |  33
11  | 148 |  66 |  33
12  | 165 |  82 |  33
13  | 197 |  99 |  33
14  | 214 | 115 |  33
15  |  33 |  33 |  33

Palette at 401F00_401F10:
Idx | R | G | B
00  |   0 | 247 | 132
01  |  33 |  49 |  33
02  |  82 |  66 |  33
03  | 115 | 115 |  49
04  | 165 | 165 |  66
05  | 214 | 214 |  99
06  |  82 |  33 |  99
07  | 132 |  49 | 181
08  | 197 | 132 | 247
09  |  66 |  66 |  66
10  | 115 | 115 | 148
11  | 181 | 181 | 230
12  | 148 |   0 |   0
13  | 230 |   0 |  33
14  | 247 | 247 | 247
15  |   0 |   0 |   0

Palette at 401F20_401F30:
Idx | R | G | B
00  |   0 | 247 | 148
01  | 148 |  66 |  82
02  | 214 | 132 | 132
03  | 247 | 165 | 165
04  |  99 |  99 | 197
05  | 197 | 181 |   0
06  | 247 | 247 | 247
07  |  82 | 165 | 247
08  | 148 | 197 | 247
09  | 181 |  33 | 181
10  | 197 |  99 | 247
11  | 148 |  49 |  49
12  | 214 |  66 |  66
13  | 214 | 214 | 115
14  |  82 |  66 | 115
15  |  66 |  66 |  82

Palette at 401F40_401F50:
Idx | R | G | B
00  |   0 | 247 | 165
01  | 115 |  66 |  49
02  | 197 | 115 |  99
03  | 230 | 165 | 148
04  | 132 |   0 |   0
05  | 214 |   0 |  49
06  | 115 |   0 | 148
07  | 181 |  33 | 214
08  | 214 | 165 |   0
09  | 230 | 230 |  49
10  |  33 |  49 | 132
11  |  49 |  99 | 181
12  |  82 | 165 | 230
13  | 148 | 214 | 247
14  | 214 | 230 | 247
15  |   0 |   0 |   0

Palette at 401F60_401F70:
Idx | R | G | B
00  |   0 | 247 | 181
01  | 247 | 247 | 247
02  | 181 | 247 | 247
03  |  99 | 247 | 247
04  |   0 | 214 | 230
05  |  16 | 165 | 230
06  |  16 | 132 | 230
07  |   0 |  82 | 230
08  |   0 |  16 | 181
09  |   0 |   0 |  82
10  | 181 | 181 | 247
11  | 115 | 115 | 165
12  |  82 |  82 | 115
13  |  49 |  49 |  82
14  |  33 |  33 |  66
15  |  16 |  16 |  33

Palette at 401F80_401F90:
Idx | R | G | B
00  |   0 | 247 | 197
01  |  66 |   0 |  16
02  | 132 |  16 |  16
03  | 197 |  33 |  16
04  | 247 |  66 |  16
05  | 247 | 115 |  33
06  | 165 |  82 |  16
07  | 214 | 165 |  66
08  |  49 |  49 |  49
09  |  66 |  66 |  66
10  |  82 |  82 |  66
11  | 115 |  99 |  82
12  | 148 | 132 |  99
13  | 181 | 165 | 165
14  | 214 | 214 | 197
15  |  33 |  33 |  33

Palette at 401FA0_401FB0:
Idx | R | G | B
00  |   0 | 247 | 214
01  |  49 |  33 |  16
02  |  99 |  66 |  16
03  | 132 |  82 |  33
04  | 165 | 115 |  66
05  | 197 | 165 | 115
06  | 247 | 197 | 132
07  |  33 |  49 |  33
08  |  82 |  99 |  99
09  | 132 | 148 | 148
10  | 197 | 197 | 165
11  | 247 | 230 | 214
12  | 230 | 197 | 132
13  |  66 |  82 |  49
14  |  66 | 132 |  99
15  |  16 |  16 |  16

Palette at 401FC0_401FD0:
Idx | R | G | B
00  |   0 | 247 | 230
01  | 132 |  99 | 132
02  | 165 | 132 | 115
03  | 230 | 197 | 115
04  | 247 | 247 | 132
05  | 247 | 247 | 197
06  | 165 |  49 |  49
07  | 247 | 115 |  16
08  |  66 |  66 |  99
09  |  99 | 115 | 115
10  | 148 | 181 | 148
11  | 197 | 247 | 197
12  |  33 |  49 | 148
13  |  49 |  49 | 148
14  |  82 |  66 | 148
15  |  33 |  33 |  82

Palette at 401FE0_401FF0:
Idx | R | G | B
00  |   0 | 247 | 247
01  | 247 | 247 | 247
02  | 165 | 247 | 247
03  |  82 | 230 | 247
04  |  33 | 165 | 247
05  |  49 |  99 | 230
06  |  33 |  66 | 214
07  |   0 |  33 | 148
08  |  66 |   0 |   0
09  | 247 |  33 | 132
10  | 247 |  82 | 148
11  | 247 | 132 | 181
12  | 247 | 181 | 197
13  | 247 | 230 | 230
14  | 247 | 247 | 247
15  |   0 |   0 |   0

